Periods,2025
1,270.61
2,264.32
3,259.11
4,252.81
5,257.93
6,284.24
7,294.54
8,296.55
9,280.12
10,320.95
11,370.14
12,393.38
13,410.3
14,392.03
15,388.12
16,358.92
17,362.51
18,349.53
19,334.84
20,335.02
21,309.65
22,296.83
23,280.0
24,278.53
25,277.07
26,275.82
27,274.58
28,273.33
29,278.02
30,310.47
31,325.89
32,334.69
33,331.95
34,359.49
35,395.66
36,390.58
37,416.02
38,385.31
39,379.26
40,367.41
41,362.56
42,362.31
43,360.54
44,347.95
45,341.37
46,311.78
47,290.52
48,286.17
49,280.79
50,275.31
51,270.97
52,265.4
53,255.32
54,272.01
55,260.93
56,300.32
57,319.01
58,333.68
59,330.0
60,365.25
61,389.57
62,393.64
63,397.13
64,387.4
65,365.72
66,373.95
67,361.15
68,348.45
69,322.88
70,324.92
71,311.71
72,284.54
73,292.94
74,303.42
75,288.6
76,274.54
77,267.62
78,288.32
79,292.46
80,293.06
81,300.15
82,307.11
83,338.08
84,392.38
85,353.97
86,363.84
87,380.17
88,373.33
89,379.19
90,390.86
91,376.34
92,350.65
93,381.21
94,335.43
95,306.49
96,302.49
97,286.25
98,270.39
99,255.38
100,244.05
101,244.94
102,272.46
103,281.0
104,283.16
105,291.39
106,341.98
107,386.62
108,403.45
109,419.89
110,438.22
111,402.47
112,403.82
113,380.29
114,379.55
115,364.37
116,410.45
117,364.49
118,345.65
119,329.01
120,312.58
121,302.92
122,293.97
123,342.67
124,295.76
125,260.08
126,251.15
127,323.66
128,346.23
129,340.94
130,342.76
131,391.01
132,413.63
133,417.2
134,427.22
135,406.26
136,391.95
137,379.88
138,391.95
139,363.99
140,365.02
141,372.89
142,331.67
143,316.53
144,301.36
145,286.57
146,272.21
147,264.83
148,257.06
149,253.64
150,282.36
151,296.62
152,302.54
153,298.69
154,326.17
155,387.52
156,410.33
157,427.52
158,411.0
159,380.68
160,389.98
161,391.01
162,428.8
163,414.0
164,413.94
165,446.54
166,373.08
167,353.56
168,338.51
169,325.36
170,311.54
171,299.09
172,287.43
173,282.41
174,302.07
175,311.37
176,314.89
177,322.04
178,337.14
179,395.37
180,409.82
181,446.35
182,425.93
183,408.83
184,434.53
185,389.75
186,382.21
187,366.96
188,238.23
189,244.84
190,313.53
191,298.9
192,291.81
193,285.74
194,280.52
195,275.69
196,271.17
197,268.26
198,303.13
199,330.22
200,344.81
201,352.39
202,351.83
203,348.21
204,344.8
205,336.04
206,315.13
207,250.12
208,245.95
209,243.51
210,242.33
211,239.85
212,239.25
213,238.75
214,238.17
215,237.51
216,236.81
217,236.13
218,235.74
219,235.39
220,235.08
221,240.09
222,279.23
223,302.45
224,321.38
225,330.18
226,332.07
227,260.84
228,246.79
229,260.33
230,246.43
231,251.99
232,251.21
233,234.83
234,234.33
235,282.51
236,271.29
237,267.51
238,264.01
239,260.57
240,257.53
241,254.75
242,252.47
243,250.26
244,248.43
245,249.83
246,270.16
247,312.63
248,329.25
249,337.57
250,340.37
251,337.53
252,334.72
253,325.36
254,311.11
255,287.55
256,264.38
257,238.06
258,237.38
259,235.6
260,266.56
261,256.97
262,254.54
263,252.0
264,249.81
265,247.85
266,246.28
267,244.86
268,243.59
269,243.18
270,270.24
271,309.88
272,325.38
273,336.36
274,338.32
275,335.58
276,333.11
277,323.18
278,306.39
279,288.03
280,246.41
281,236.81
282,234.88
283,288.25
284,276.4
285,278.93
286,267.87
287,264.16
288,260.53
289,257.45
290,254.87
291,252.56
292,250.31
293,251.1
294,290.45
295,313.7
296,331.8
297,340.27
298,343.27
299,339.48
300,336.7
301,327.72
302,312.16
303,291.06
304,263.67
305,237.25
306,236.45
307,242.93
308,232.78
309,287.07
310,275.27
311,270.69
312,266.63
313,262.93
314,259.65
315,256.88
316,254.38
317,254.33
318,293.74
319,317.39
320,333.3
321,343.32
322,344.94
323,341.22
324,337.99
325,328.85
326,313.77
327,292.83
328,265.58
329,239.3
330,238.46
331,236.7
332,236.46
333,236.21
334,287.97
335,275.88
336,271.1
337,266.88
338,263.34
339,259.98
340,257.14
341,257.0
342,294.11
343,318.26
344,335.17
345,344.54
346,345.93
347,341.95
348,338.61
349,329.21
350,314.14
351,293.45
352,266.7
353,239.89
354,237.57
355,333.69
356,317.26
357,308.64
358,307.83
359,290.82
360,284.71
361,279.0
362,274.27
363,269.85
364,266.03
365,265.03
366,304.01
367,325.54
368,341.71
369,350.13
370,350.77
371,346.65
372,342.83
373,333.23
374,317.77
375,296.22
376,269.95
377,241.98
378,240.59
379,238.95
380,290.41
381,285.4
382,273.72
383,269.19
384,265.27
385,261.5
386,258.5
387,255.83
388,253.42
389,253.56
390,294.08
391,316.27
392,333.33
393,342.79
394,344.43
395,340.57
396,337.6
397,328.6
398,313.29
399,285.7
400,243.86
401,239.0
402,237.99
403,236.47
404,243.23
405,240.04
406,233.19
407,233.06
408,232.78
409,232.54
410,232.53
411,232.51
412,232.49
413,232.81
414,237.61
415,265.4
416,282.09
417,323.76
418,329.26
419,324.66
420,327.02
421,319.83
422,305.28
423,284.2
424,255.52
425,234.15
426,233.58
427,232.51
428,232.68
429,232.8
430,239.73
431,232.73
432,232.54
433,232.31
434,232.32
435,232.32
436,232.32
437,234.51
438,276.43
439,300.34
440,319.11
441,329.75
442,333.12
443,331.06
444,329.03
445,320.57
446,306.39
447,286.19
448,260.19
449,234.04
450,233.72
451,232.47
452,232.69
453,283.5
454,272.06
455,267.93
456,264.12
457,260.54
458,257.68
459,255.11
460,252.8
461,251.46
462,266.72
463,314.78
464,331.25
465,341.94
