Periods,Solar PV
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,19.307958143771124
8,60.75770367181799
9,261.85127034101674
10,570.2652212605865
11,737.8371135563752
12,804.6607615494813
13,810.0225156176599
14,768.866232246534
15,659.7711972544685
16,476.72188571158756
17,295.6137187535885
18,88.64324917286963
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,29.610752577572516
32,48.72314696939069
33,411.1306814602866
34,616.6314883012254
35,743.1744065018564
36,803.880577497663
37,802.4280329600515
38,768.9313981774775
39,633.6860535632885
40,425.80231934516394
41,302.093608300863
42,76.07324279345693
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,29.519035341639533
56,236.81107311837556
57,344.6928901706432
58,628.7116096011586
59,743.1966464820097
60,791.6152407298298
61,813.6708292641069
62,776.2081185768882
63,667.6142172156062
64,490.27068278756065
65,206.84326420039568
66,54.95567596023079
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,29.610752577572516
80,188.30167357074612
81,410.8025256571833
82,610.3866131453744
83,740.6942493439797
84,812.596768420408
85,796.6897463390259
86,564.9096722951705
87,137.59004888248836
88,229.03096020467368
89,202.85490849157605
90,73.87309836289892
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,28.675266762127947
104,235.0660206359094
105,448.2978842430971
106,625.1940847078012
107,752.2345998167216
108,824.2388885253748
109,829.3333406476565
110,775.4011459946407
111,671.0620837076989
112,509.84290588451154
113,308.22808541861383
114,96.11334432407476
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,27.561891726138235
128,228.54257086775303
129,440.1238548234608
130,617.6600269772832
131,747.5649945451398
132,800.5364304532635
133,826.7148960455468
134,776.8771451248293
135,671.8480460063769
136,512.5964777666865
137,310.94414535843714
138,93.01880812290759
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,27.4983442587396
152,224.8861588227762
153,438.4267096482592
154,617.1892779283259
155,751.3738098800279
156,828.695336653611
157,839.3259300804882
158,784.5014998197746
159,677.9162359020683
160,517.9116813360481
161,314.64521747477556
162,92.57725752868282
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,26.653052303792283
176,216.7828151765452
177,401.2836342375008
178,600.6026372296504
179,729.3215490581722
180,817.344139749853
181,835.1156827169006
182,779.275172068571
183,662.5231760947034
184,515.3597541865332
