Periods,2025
1,270.59
2,264.3
3,259.08
4,252.78
5,257.9
6,284.21
7,294.6
8,296.55
9,279.98
10,320.73
11,369.95
12,393.17
13,410.09
14,391.82
15,387.9
16,358.69
17,362.32
18,349.54
19,334.62
20,334.62
21,309.08
22,296.31
23,279.59
24,278.33
25,277.07
26,275.81
27,274.55
28,273.29
29,277.62
30,310.47
31,325.92
32,334.51
33,331.67
34,359.17
35,395.36
36,390.3
37,415.76
38,385.05
39,378.97
40,367.13
41,362.32
42,362.31
43,360.34
44,347.57
45,340.83
46,311.2
47,290.09
48,285.76
49,280.43
50,275.32
51,270.97
52,265.4
53,255.32
54,271.99
55,260.95
56,300.14
57,318.78
58,333.38
59,329.73
60,365.0
61,389.32
62,393.4
63,396.86
64,387.12
65,365.58
66,373.78
67,360.94
68,348.11
69,322.34
70,324.34
71,311.3
72,284.21
73,292.93
74,303.41
75,288.58
76,274.53
77,267.62
78,288.3
79,292.3
80,292.74
81,299.69
82,306.6
83,337.76
84,392.08
85,353.68
86,363.53
87,380.1
88,373.15
89,379.04
90,391.04
91,376.14
92,350.28
93,380.69
94,334.88
95,306.06
96,302.25
97,286.24
98,270.38
99,255.19
100,244.05
101,244.57
102,272.48
103,281.04
104,282.8
105,290.96
106,341.69
107,386.35
108,403.19
109,419.65
110,437.98
111,402.21
112,403.54
113,380.04
114,379.55
115,364.18
116,410.07
117,363.88
118,345.09
119,328.61
120,312.35
121,302.91
122,293.95
123,342.65
124,295.73
125,260.06
126,251.15
127,323.31
128,346.05
129,340.68
130,342.46
131,390.75
132,413.38
133,416.97
134,426.98
135,405.99
136,391.66
137,379.63
138,391.95
139,363.85
140,364.67
141,372.36
142,331.07
143,316.07
144,301.12
145,286.56
146,272.0
147,264.82
148,257.04
149,253.62
150,282.01
151,296.68
152,302.18
153,298.25
154,325.88
155,387.27
156,410.09
157,427.29
158,410.77
159,380.41
160,389.69
161,390.78
162,428.8
163,413.81
164,413.58
165,446.05
166,372.51
167,353.08
168,338.29
169,325.35
170,311.52
171,299.08
172,287.43
173,282.4
174,302.06
175,311.39
176,314.55
177,321.6
178,336.84
179,395.12
180,409.58
181,446.12
182,425.7
183,408.57
184,434.23
185,389.49
186,382.21
187,366.75
188,237.86
189,244.31
190,312.98
191,298.46
192,291.57
193,285.55
194,280.34
195,275.68
196,271.15
197,268.24
198,303.11
199,330.25
200,344.46
201,351.95
202,351.36
203,347.77
204,344.38
205,335.63
206,314.72
207,249.68
208,245.64
209,243.07
210,242.12
211,239.66
212,238.9
213,238.21
214,237.6
215,237.05
216,236.56
217,236.12
218,235.72
219,235.37
220,235.05
221,240.05
222,279.2
223,302.46
224,320.84
225,329.75
226,331.78
227,260.57
228,246.53
229,260.08
230,246.18
231,251.71
232,250.91
233,234.38
234,234.31
235,282.31
236,270.9
237,266.97
238,263.45
239,260.11
240,257.28
241,254.73
242,252.45
243,250.23
244,248.4
245,249.79
246,270.12
247,312.62
248,329.1
249,337.11
250,340.03
251,337.2
252,334.41
253,325.05
254,310.79
